experiment_id,mean_aoi,max_aoi,p95_aoi,mean_ivt,max_ivt,mission_duration,fleet_size,localization_rmse,trajectory_strategy
,6.002885,6.002885,6.002885,0.000000,0.000000,6.002885,3,1.000,lawnmower
