experiment_id,mean_aoi,max_aoi,p95_aoi,mean_ivt,max_ivt,mission_duration,fleet_size,localization_rmse,trajectory_strategy
,96.026757,99.121597,99.121597,1.558224,23.027714,99.121597,3,1.000,lawnmower
